Company,Order_no,Quantity,Sales,Status,Product_line,City,Country,Deal_size,Order_date
"The Sharp Gifts Warehouse",10407,41,6386.16,"On Hold","Classic Cars","San Jose",USA,Medium,2020-04-22
"Salzburg Collectables",10419,55,7695.60,Shipped,"Classic Cars",Salzburg,Austria,Large,2020-05-17
"Baane Mini Imports",10103,27,2242.89,Shipped,"Vintage Cars",Stavern,Norway,Small,2018-01-29
"Corrida Auto Replicas, Ltd",10126,31,2795.27,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-05-28
"Souveniers And Things Co.",10139,46,5545.76,Shipped,"Vintage Cars",Chatswood,Australia,Medium,2018-07-16
"Dragon Souveniers, Ltd.",10150,47,4285.46,Shipped,"Vintage Cars",Singapore,Singapore,Medium,2018-09-19
"Classic Legends Inc.",10163,31,3329.09,Shipped,"Vintage Cars",NYC,USA,Medium,2018-10-20
"Australian Gift Network, Co",10174,46,5592.22,Shipped,"Vintage Cars","South Brisbane",Australia,Medium,2018-11-06
"Classic Gift Ideas, Inc",10183,37,3298.55,Shipped,"Vintage Cars",Philadelphia,USA,Medium,2018-11-13
"Australian Collectables, Ltd",10193,28,2609.88,Shipped,"Vintage Cars","Glen Waverly",Australia,Small,2018-11-21
"West Coast Collectables Co.",10215,49,5510.05,Shipped,"Vintage Cars",Burbank,USA,Medium,2019-01-29
"Cambridge Collectables Co.",10228,24,2504.40,Shipped,"Vintage Cars",Cambridge,USA,Small,2019-03-10
"Euro Shopping Channel",10244,30,3525.60,Shipped,"Vintage Cars",Madrid,Spain,Medium,2019-04-29
"The Sharp Gifts Warehouse",10257,50,4407.00,Shipped,"Vintage Cars","San Jose",USA,Medium,2019-06-14
"Souveniers And Things Co.",10270,31,2983.44,Shipped,"Vintage Cars",Chatswood,Australia,Small,2019-07-19
"Amica Models & Co.",10280,46,5126.24,Shipped,"Vintage Cars",Torino,Italy,Medium,2019-08-17
"Auto Assoc. & Cie.",10304,46,4613.80,Shipped,"Vintage Cars",Versailles,France,Medium,2019-10-11
"Mini Gifts Distributors Ltd.",10312,37,3711.10,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-10-21
"Online Diecast Creations Co.",10322,33,3524.73,Shipped,"Vintage Cars",Nashua,USA,Medium,2019-11-04
"Australian Collectors, Co.",10347,48,4814.40,Shipped,"Vintage Cars",Melbourne,Australia,Medium,2019-11-29
"Mini Gifts Distributors Ltd.",10357,41,3572.33,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-12-10
"Collectables For Less Inc.",10369,42,4581.36,Shipped,"Vintage Cars",Brickhaven,USA,Medium,2020-01-20
"Anna's Decorations, Ltd",10391,32,1448.00,Shipped,"Vintage Cars","North Sydney",Australia,Small,2020-03-09
"Baane Mini Imports",10103,35,2011.10,Shipped,"Vintage Cars",Stavern,Norway,Small,2018-01-29
"Corrida Auto Replicas, Ltd",10126,46,3390.20,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-05-28
"Souveniers And Things Co.",10139,20,1424.00,Shipped,"Vintage Cars",Chatswood,Australia,Small,2018-07-16
"Dragon Souveniers, Ltd.",10150,30,1499.10,Shipped,"Vintage Cars",Singapore,Singapore,Small,2018-09-19
"Classic Legends Inc.",10163,48,3358.08,Shipped,"Vintage Cars",NYC,USA,Medium,2018-10-20
"Rovelli Gifts",10173,28,1504.16,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-11-05
"Classic Gift Ideas, Inc",10183,39,2655.12,Shipped,"Vintage Cars",Philadelphia,USA,Small,2018-11-13
"Australian Collectables, Ltd",10193,24,1244.16,Shipped,"Vintage Cars","Glen Waverly",Australia,Small,2018-11-21
"West Coast Collectables Co.",10215,31,1820.01,Shipped,"Vintage Cars",Burbank,USA,Small,2019-01-29
"Cambridge Collectables Co.",10228,45,2866.95,Shipped,"Vintage Cars",Cambridge,USA,Small,2019-03-10
"Euro Shopping Channel",10244,24,1394.16,Shipped,"Vintage Cars",Madrid,Spain,Small,2019-04-29
"The Sharp Gifts Warehouse",10257,49,2632.28,Shipped,"Vintage Cars","San Jose",USA,Small,2019-06-14
"Salzburg Collectables",10269,32,2018.56,Shipped,"Vintage Cars",Salzburg,Austria,Small,2019-07-16
"Amica Models & Co.",10280,43,2954.53,Shipped,"Vintage Cars",Torino,Italy,Small,2019-08-17
"Auto Assoc. & Cie.",10304,24,1559.04,Shipped,"Vintage Cars",Versailles,France,Small,2019-10-11
"Mini Gifts Distributors Ltd.",10312,35,1880.20,Shipped,"Vintage Cars","San Rafael",USA,Small,2019-10-21
"Online Diecast Creations Co.",10322,41,1224.67,Shipped,"Vintage Cars",Nashua,USA,Small,2019-11-04
"Australian Collectors, Co.",10347,34,2208.64,Shipped,"Vintage Cars",Melbourne,Australia,Small,2019-11-29
"Mini Gifts Distributors Ltd.",10357,49,3458.42,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-12-10
"Collectables For Less Inc.",10369,28,1237.88,Shipped,"Vintage Cars",Brickhaven,USA,Small,2020-01-20
"Mini Auto Werke",10392,37,2218.52,Shipped,"Vintage Cars",Graz,Austria,Small,2020-03-10
"Rovelli Gifts",10106,41,3421.04,Shipped,Ships,Bergamo,Italy,Medium,2018-02-17
"Salzburg Collectables",10119,21,1878.66,Shipped,Ships,Salzburg,Austria,Small,2018-04-28
"Auto-Moto Classics Inc.",10130,40,3853.60,Shipped,Ships,Brickhaven,USA,Medium,2018-06-16
"Mini Creations Ltd.",10143,46,3442.64,Shipped,Ships,"New Bedford",USA,Medium,2018-08-10
"Toys of Finland, Co.",10155,44,3482.16,Shipped,Ships,Helsinki,Finland,Medium,2018-10-06
"Alpha Cognac",10178,41,3350.52,Shipped,Ships,Toulouse,France,Medium,2018-11-08
"Enaco Distributors",10197,46,4036.04,Shipped,Ships,Barcelona,Spain,Medium,2018-11-26
"Collectable Mini Designs Co.",10222,49,4636.38,Shipped,Ships,"San Diego",USA,Medium,2019-02-19
"Land of Toys Inc.",10248,21,1553.58,Cancelled,Ships,NYC,USA,Small,2019-05-07
"Euro Shopping Channel",10262,32,2697.60,Cancelled,Ships,Madrid,Spain,Small,2019-06-24
"Bavarian Collectables Imports, Co.",10296,21,2023.14,Shipped,Ships,Munich,Germany,Small,2019-09-15
"Classic Gift Ideas, Inc",10307,31,2586.64,Shipped,Ships,Philadelphia,USA,Small,2019-10-14
"Danish Wholesale Imports",10327,25,1146.50,Resolved,Ships,Kobenhavn,Denmark,Small,2019-11-10
"Euro Shopping Channel",10350,43,2793.71,Shipped,Ships,Madrid,Spain,Small,2019-12-02
"Oulu Toy Supplies, Inc.",10373,22,1908.28,Shipped,Ships,Oulu,Finland,Small,2020-01-31
"Euro Shopping Channel",10386,37,3441.37,Resolved,Ships,Madrid,Spain,Medium,2020-03-01
"Reims Collectables",10398,28,2023.28,Shipped,Ships,Reims,France,Small,2020-03-30
"The Sharp Gifts Warehouse",10400,30,2245.20,Shipped,Ships,"San Jose",USA,Small,2020-04-01
Gifts4AllAges.com,10414,44,3255.12,"On Hold",Ships,Boston,USA,Medium,2020-05-06
"Baane Mini Imports",10103,25,2539.50,Shipped,"Vintage Cars",Stavern,Norway,Small,2018-01-29
"Corrida Auto Replicas, Ltd",10126,30,2921.70,Shipped,"Vintage Cars",Madrid,Spain,Small,2018-05-28
"Souveniers And Things Co.",10139,20,1801.20,Shipped,"Vintage Cars",Chatswood,Australia,Small,2018-07-16
"Dragon Souveniers, Ltd.",10150,26,2804.36,Shipped,"Vintage Cars",Singapore,Singapore,Small,2018-09-19
"Classic Legends Inc.",10163,40,4900.80,Shipped,"Vintage Cars",NYC,USA,Medium,2018-10-20
"Rovelli Gifts",10173,31,2759.31,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-11-05
"Classic Gift Ideas, Inc",10183,22,2488.20,Shipped,"Vintage Cars",Philadelphia,USA,Small,2018-11-13
"Australian Collectables, Ltd",10193,23,2769.89,Shipped,"Vintage Cars","Glen Waverly",Australia,Small,2018-11-21
"West Coast Collectables Co.",10215,49,5285.14,Shipped,"Vintage Cars",Burbank,USA,Medium,2019-01-29
"Cambridge Collectables Co.",10228,31,3181.53,Shipped,"Vintage Cars",Cambridge,USA,Medium,2019-03-10
"Euro Shopping Channel",10244,29,3340.51,Shipped,"Vintage Cars",Madrid,Spain,Medium,2019-04-29
"The Sharp Gifts Warehouse",10257,37,3138.34,Shipped,"Vintage Cars","San Jose",USA,Medium,2019-06-14
"Souveniers And Things Co.",10270,38,4775.08,Shipped,"Vintage Cars",Chatswood,Australia,Medium,2019-07-19
"Amica Models & Co.",10280,29,3006.43,Shipped,"Vintage Cars",Torino,Italy,Medium,2019-08-17
"Auto Assoc. & Cie.",10304,26,2232.62,Shipped,"Vintage Cars",Versailles,France,Small,2019-10-11
"Mini Gifts Distributors Ltd.",10312,38,4457.02,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-10-21
"Online Diecast Creations Co.",10322,48,2257.92,Shipped,"Vintage Cars",Nashua,USA,Small,2019-11-04
"Australian Collectors, Co.",10347,45,4948.20,Shipped,"Vintage Cars",Melbourne,Australia,Medium,2019-11-29
"Mini Gifts Distributors Ltd.",10357,44,5160.76,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-12-10
"Collectables For Less Inc.",10369,21,1978.62,Shipped,"Vintage Cars",Brickhaven,USA,Small,2020-01-20
"Mini Auto Werke",10392,29,2520.68,Shipped,"Vintage Cars",Graz,Austria,Small,2020-03-10
"Danish Wholesale Imports",10105,22,3065.04,Shipped,"Vintage Cars",Kobenhavn,Denmark,Medium,2018-02-11
"Dragon Souveniers, Ltd.",10117,26,3551.34,Shipped,"Vintage Cars",Singapore,Singapore,Medium,2018-04-16
"Euro Shopping Channel",10128,41,5544.02,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-06-06
"Mini Gifts Distributors Ltd.",10142,47,6034.33,Shipped,"Vintage Cars","San Rafael",USA,Medium,2018-08-08
"Euro Shopping Channel",10153,31,3641.57,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-09-28
FunGiftIdeas.com,10166,43,6930.74,Shipped,"Vintage Cars","New Bedford",USA,Medium,2018-10-21
"CAF Imports",10177,23,3675.63,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-11-07
"Mini Creations Ltd.",10185,28,3442.04,Shipped,"Vintage Cars","New Bedford",USA,Medium,2018-11-14
"Super Scale Inc.",10196,49,6893.81,Shipped,"Vintage Cars","New Haven",USA,Medium,2018-11-26
"Saveley & Henriot, Co.",10208,24,2622.48,Shipped,"Vintage Cars",Lyon,France,Small,2019-01-02
"Land of Toys Inc.",10248,32,3802.56,Cancelled,"Vintage Cars",NYC,USA,Medium,2019-05-07
"Mini Gifts Distributors Ltd.",10282,43,6695.53,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-08-20
"Amica Models & Co.",10293,24,2819.28,Shipped,"Vintage Cars",Torino,Italy,Small,2019-09-09
"Heintze Collectables",10314,20,2731.80,Shipped,"Vintage Cars",Aaarhus,Denmark,Small,2019-10-22
"Baane Mini Imports",10325,24,1658.88,Shipped,"Vintage Cars",Stavern,Norway,Small,2019-11-05
"La Corne D'abondance, Co.",10336,48,5778.24,Shipped,"Vintage Cars",Paris,France,Medium,2019-11-20
"Euro Shopping Channel",10350,44,5191.12,Shipped,"Vintage Cars",Madrid,Spain,Medium,2019-12-02
"Euro Shopping Channel",10383,24,1476.48,Shipped,"Vintage Cars",Madrid,Spain,Small,2020-02-22
"Mini Gifts Distributors Ltd.",10396,33,5273.73,Shipped,"Vintage Cars","San Rafael",USA,Medium,2020-03-23
Gifts4AllAges.com,10414,41,4872.03,"On Hold","Vintage Cars",Boston,USA,Medium,2020-05-06
"Euro Shopping Channel",10104,23,4556.99,Shipped,"Classic Cars",Madrid,Spain,Medium,2018-01-31
"Motor Mint Distributors Inc.",10109,46,8257.00,Shipped,"Classic Cars",Philadelphia,USA,Large,2018-03-10
"La Corne D'abondance, Co.",10114,48,8209.44,Shipped,"Classic Cars",Paris,France,Large,2018-04-01
"Marseille Mini Autos",10122,25,3598.50,Shipped,"Classic Cars",Marseille,France,Medium,2018-05-08
"Muscle Machine Inc",10127,22,3837.24,Shipped,"Classic Cars",NYC,USA,Medium,2018-06-03
"Alpha Cognac",10136,41,8331.61,Shipped,"Classic Cars",Toulouse,France,Large,2018-07-04
"Anna's Decorations, Ltd",10148,32,5418.88,Shipped,"Classic Cars","North Sydney",Australia,Medium,2018-09-11
"Oulu Toy Supplies, Inc.",10151,21,3734.01,Shipped,"Classic Cars",Oulu,Finland,Medium,2018-09-21
"Dragon Souveniers, Ltd.",10165,47,8754.69,Shipped,"Classic Cars",Singapore,Singapore,Large,2018-10-22
"Iberia Gift Imports, Corp.",10184,28,4409.72,Shipped,"Classic Cars",Sevilla,Spain,Medium,2018-11-14
"Online Diecast Creations Co.",10192,26,3918.46,Shipped,"Classic Cars",Nashua,USA,Medium,2018-11-20
"Mini Classics",10195,50,7620.50,Shipped,"Classic Cars","White Plains",USA,Large,2018-11-25
"Euro Shopping Channel",10203,48,8291.04,Shipped,"Classic Cars",Madrid,Spain,Large,2018-12-02
"Diecast Collectables",10207,25,3937.25,Shipped,"Classic Cars",Boston,USA,Medium,2018-12-09
"Euro Shopping Channel",10212,40,5554.40,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-01-16
"Vida Sport, Ltd",10225,43,6407.86,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-02-22
"Mini Gifts Distributors Ltd.",10229,22,4172.52,Shipped,"Classic Cars","San Rafael",USA,Medium,2019-03-11
"Oulu Toy Supplies, Inc.",10239,47,7083.37,Shipped,"Classic Cars",Oulu,Finland,Large,2019-04-12
"Euro Shopping Channel",10246,36,7132.68,Shipped,"Classic Cars",Madrid,Spain,Large,2019-05-05
"Handji Gifts& Co",10259,27,3657.69,Shipped,"Classic Cars",Singapore,Singapore,Medium,2019-06-15
"L'ordine Souveniers",10266,29,4812.55,Shipped,"Classic Cars","Reggio Emilia",Italy,Medium,2019-07-06
"Mini Gifts Distributors Ltd.",10271,20,3928.60,Shipped,"Classic Cars","San Rafael",USA,Medium,2019-07-20
"Signal Gift Stores",10278,42,6401.22,Shipped,"Classic Cars","Las Vegas",USA,Medium,2019-08-06
"Diecast Classics Inc.",10281,25,4191.25,Shipped,"Classic Cars",Allentown,USA,Medium,2019-08-19
"Vida Sport, Ltd",10287,36,5852.52,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-08-30
"Land of Toys Inc.",10292,21,2844.87,Shipped,"Classic Cars",NYC,USA,Small,2019-09-08
"Marta's Replicas Co.",10305,37,7455.87,Shipped,"Classic Cars",Cambridge,USA,Large,2019-10-13
"Toms Spezialitten, Ltd",10310,48,8940.96,Shipped,"Classic Cars",Koln,Germany,Large,2019-10-16
FunGiftIdeas.com,10321,33,5700.09,Shipped,"Classic Cars","New Bedford",USA,Medium,2019-11-04
"Vitachrome Inc.",10324,27,3155.49,Shipped,"Classic Cars",NYC,USA,Medium,2019-11-05
"Motor Mint Distributors Inc.",10331,27,4170.69,Shipped,"Classic Cars",Philadelphia,USA,Medium,2019-11-17
"Australian Collectors, Co.",10342,30,5029.50,Shipped,"Classic Cars",Melbourne,Australia,Medium,2019-11-24
"Muscle Machine Inc",10349,48,7396.80,Shipped,"Classic Cars",NYC,USA,Large,2019-12-01
"Euro Shopping Channel",10358,32,2991.68,Shipped,"Classic Cars",Madrid,Spain,Small,2019-12-10
"Anna's Decorations, Ltd",10370,27,1534.95,Shipped,"Classic Cars","North Sydney",Australia,Small,2020-01-20
"Toys of Finland, Co.",10377,39,7264.53,Shipped,"Classic Cars",Helsinki,Finland,Large,2020-02-09
"Euro Shopping Channel",10383,47,6869.05,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-02-22
"Euro Shopping Channel",10394,22,3353.02,Shipped,"Classic Cars",Madrid,Spain,Medium,2020-03-15
"Mini Caravy",10405,55,8289.05,Shipped,"Classic Cars",Strasbourg,France,Large,2020-04-14
"Euro Shopping Channel",10412,60,11887.80,Shipped,"Classic Cars",Madrid,Spain,Large,2020-05-03
"Salzburg Collectables",10419,35,5926.90,Shipped,"Classic Cars",Salzburg,Austria,Medium,2020-05-17
"La Rochelle Gifts",10425,28,3793.16,"In Process","Classic Cars",Nantes,France,Medium,2020-05-31
"Danish Wholesale Imports",10105,38,4330.10,Shipped,Trains,Kobenhavn,Denmark,Medium,2018-02-11
"Dragon Souveniers, Ltd.",10117,21,2011.80,Shipped,Trains,Singapore,Singapore,Small,2018-04-16
"Euro Shopping Channel",10128,41,4837.18,Shipped,Trains,Madrid,Spain,Medium,2018-06-06
"Mini Gifts Distributors Ltd.",10142,22,2151.82,Shipped,Trains,"San Rafael",USA,Small,2018-08-08
"Euro Shopping Channel",10153,29,2573.46,Shipped,Trains,Madrid,Spain,Small,2018-09-28
"Dragon Souveniers, Ltd.",10165,50,5344.50,Shipped,Trains,Singapore,Singapore,Medium,2018-10-22
"CAF Imports",10177,29,3070.52,Shipped,Trains,Madrid,Spain,Medium,2018-11-07
"Mini Creations Ltd.",10185,49,3952.83,Shipped,Trains,"New Bedford",USA,Medium,2018-11-14
"Super Scale Inc.",10196,35,3564.75,Shipped,Trains,"New Haven",USA,Medium,2018-11-26
"Saveley & Henriot, Co.",10208,48,5614.56,Shipped,Trains,Lyon,France,Medium,2019-01-02
"Land of Toys Inc.",10248,42,5082.42,Cancelled,Trains,NYC,USA,Medium,2019-05-07
"Mini Gifts Distributors Ltd.",10282,36,4174.92,Shipped,Trains,"San Rafael",USA,Medium,2019-08-20
"Amica Models & Co.",10293,22,2418.24,Shipped,Trains,Torino,Italy,Small,2019-09-09
"Heintze Collectables",10314,23,2481.70,Shipped,Trains,Aaarhus,Denmark,Small,2019-10-22
"La Corne D'abondance, Co.",10336,21,2230.41,Shipped,Trains,Paris,France,Small,2019-11-20
"Euro Shopping Channel",10350,41,3814.64,Shipped,Trains,Madrid,Spain,Medium,2019-12-02
"Euro Shopping Channel",10383,26,3340.48,Shipped,Trains,Madrid,Spain,Medium,2020-02-22
"Mini Gifts Distributors Ltd.",10396,24,2154.00,Shipped,Trains,"San Rafael",USA,Small,2020-03-23
Gifts4AllAges.com,10414,48,5808.48,"On Hold",Trains,Boston,USA,Medium,2020-05-06
"Marseille Mini Autos",10122,21,1536.57,Shipped,"Classic Cars",Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,45,3510.00,Shipped,"Classic Cars","San Rafael",USA,Medium,2018-07-02
"Collectables For Less Inc.",10147,36,3097.44,Shipped,"Classic Cars",Brickhaven,USA,Medium,2018-09-05
"Anna's Decorations, Ltd",10169,32,2264.32,Shipped,"Classic Cars","North Sydney",Australia,Small,2018-11-04
"Toms Spezialitten, Ltd",10191,36,3415.68,Shipped,"Classic Cars",Koln,Germany,Medium,2018-11-20
"Euro Shopping Channel",10203,33,2839.32,Shipped,"Classic Cars",Madrid,Spain,Small,2018-12-02
"Auto Canal Petit",10211,35,2730.00,Shipped,"Classic Cars",Paris,France,Small,2019-01-15
"Vida Sport, Ltd",10225,37,3540.53,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-02-22
"Danish Wholesale Imports",10238,41,2999.97,Shipped,"Classic Cars",Kobenhavn,Denmark,Small,2019-04-09
"Auto Canal Petit",10252,20,1527.80,Shipped,"Classic Cars",Paris,France,Small,2019-05-26
"Australian Collectables, Ltd",10265,45,3907.80,Shipped,"Classic Cars","Glen Waverly",Australia,Medium,2019-07-02
"Online Mini Collectables",10276,38,2658.48,Shipped,"Classic Cars",Brickhaven,USA,Small,2019-08-02
"Vida Sport, Ltd",10287,43,3042.68,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-08-30
"Blauer See Auto, Co.",10300,49,3861.20,Shipped,"Classic Cars",Frankfurt,Germany,Medium,2018-10-04
"Toms Spezialitten, Ltd",10310,27,2171.07,Shipped,"Classic Cars",Koln,Germany,Small,2019-10-16
"Microscale Inc.",10319,46,3403.08,Shipped,"Classic Cars",NYC,USA,Medium,2019-11-03
"Land of Toys Inc.",10329,38,2245.80,Shipped,"Classic Cars",NYC,USA,Small,2019-11-15
"Australian Collectors, Co.",10342,25,1668.50,Shipped,"Classic Cars",Melbourne,Australia,Small,2019-11-24
"Euro Shopping Channel",10378,22,2464.00,Shipped,"Classic Cars",Madrid,Spain,Small,2020-02-10
"Mini Gifts Distributors Ltd.",10390,40,5491.60,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-03-04
"Baane Mini Imports",10103,46,4791.82,Shipped,"Vintage Cars",Stavern,Norway,Medium,2018-01-29
"Corrida Auto Replicas, Ltd",10126,38,3128.92,Shipped,"Vintage Cars",Madrid,Spain,Medium,2018-05-28
"Souveniers And Things Co.",10139,30,3095.40,Shipped,"Vintage Cars",Chatswood,Australia,Medium,2018-07-16
"Signal Collectibles Ltd.",10149,42,3958.50,Shipped,"Vintage Cars",Brisbane,USA,Medium,2018-09-12
"Classic Legends Inc.",10163,43,4991.44,Shipped,"Vintage Cars",NYC,USA,Medium,2018-10-20
"Rovelli Gifts",10173,29,2761.96,Shipped,"Vintage Cars",Bergamo,Italy,Small,2018-11-05
"Mini Gifts Distributors Ltd.",10182,33,2848.23,Shipped,"Vintage Cars","San Rafael",USA,Small,2018-11-12
"Australian Collectables, Ltd",10193,32,2539.84,Shipped,"Vintage Cars","Glen Waverly",Australia,Small,2018-11-21
"West Coast Collectables Co.",10215,41,4555.92,Shipped,"Vintage Cars",Burbank,USA,Medium,2019-01-29
"Saveley & Henriot, Co.",10227,33,3666.96,Shipped,"Vintage Cars",Lyon,France,Medium,2019-03-02
"Euro Shopping Channel",10244,36,3035.88,Shipped,"Vintage Cars",Madrid,Spain,Medium,2019-04-29
"The Sharp Gifts Warehouse",10257,26,2321.54,Shipped,"Vintage Cars","San Jose",USA,Small,2019-06-14
"Amica Models & Co.",10280,34,3474.46,Shipped,"Vintage Cars",Torino,Italy,Medium,2019-08-17
"Auto-Moto Classics Inc.",10290,26,2501.98,Shipped,"Vintage Cars",Brickhaven,USA,Small,2019-09-07
"Auto Assoc. & Cie.",10304,38,3958.46,Shipped,"Vintage Cars",Versailles,France,Medium,2019-10-11
"Mini Gifts Distributors Ltd.",10312,33,3535.95,Shipped,"Vintage Cars","San Rafael",USA,Medium,2019-10-21
"Blauer See Auto, Co.",10323,33,3011.91,Shipped,"Vintage Cars",Frankfurt,Germany,Medium,2019-11-05
"Australian Collectors, Co.",10347,26,2656.94,Shipped,"Vintage Cars",Melbourne,Australia,Small,2019-11-29
"Mini Gifts Distributors Ltd.",10357,25,2604.25,Shipped,"Vintage Cars","San Rafael",USA,Small,2019-12-10
"Collectables For Less Inc.",10369,45,3288.60,Shipped,"Vintage Cars",Brickhaven,USA,Medium,2020-01-20
"Mini Gifts Distributors Ltd.",10382,50,8935.50,Shipped,"Vintage Cars","San Rafael",USA,Large,2020-02-17
"Mini Auto Werke",10392,36,4035.96,Shipped,"Vintage Cars",Graz,Austria,Medium,2020-03-10
"Marseille Mini Autos",10122,21,2469.39,Shipped,"Classic Cars",Marseille,France,Small,2018-05-08
"Mini Gifts Distributors Ltd.",10135,42,5432.70,Shipped,"Classic Cars","San Rafael",USA,Medium,2018-07-02
"Collectables For Less Inc.",10147,37,4405.22,Shipped,"Classic Cars",Brickhaven,USA,Medium,2018-09-05
"Anna's Decorations, Ltd",10169,36,4444.92,Shipped,"Classic Cars","North Sydney",Australia,Medium,2018-11-04
"Toms Spezialitten, Ltd",10191,23,3414.58,Shipped,"Classic Cars",Koln,Germany,Medium,2018-11-20
"Euro Shopping Channel",10203,32,5127.04,Shipped,"Classic Cars",Madrid,Spain,Medium,2018-12-02
"Auto Canal Petit",10211,28,3745.28,Shipped,"Classic Cars",Paris,France,Medium,2019-01-15
"Vida Sport, Ltd",10225,27,4564.08,Shipped,"Classic Cars",Gensve,Switzerland,Medium,2019-02-22
"Danish Wholesale Imports",10238,49,6554.24,Shipped,"Classic Cars",Kobenhavn,Denmark,Medium,2019-04-09
